Date/Time,Pressure
2017-11-13 10:11:00,51.64
2017-11-13 10:11:00,51.97
2017-11-13 10:11:00,51.81
2017-11-13 11:11:00,50.97
2017-11-13 11:11:00,50.66
2017-11-13 11:11:00,49.32
2017-11-13 11:11:00,47.84
2017-11-13 12:11:00,47.43
2017-11-13 12:11:00,45.53
2017-11-13 12:11:00,44.89
2017-11-13 13:11:00,40.82
2017-11-13 13:11:00,40.23
2017-11-13 13:11:00,38.6
2017-11-13 14:11:00,37.65
2017-11-13 14:11:00,36.83
2017-11-13 14:11:00,34.08
2017-11-13 15:11:00,33.33
2017-11-13 15:11:00,33
2017-11-13 15:11:00,32.87
2017-11-13 15:11:00,32.12
2017-11-13 15:11:00,31.82
2017-11-13 16:11:00,31.58
2017-11-13 16:11:00,31.6
2017-11-13 16:11:00,31.46
2017-11-13 16:11:00,31.43
2017-11-13 16:11:00,31.8
2017-11-13 17:11:00,31.97
2017-11-13 17:11:00,32.3
2017-11-13 17:11:00,33.15
2017-11-13 17:11:00,33.76
2017-11-13 17:11:00,34.19
2017-11-13 18:11:00,34.95
2017-11-13 18:11:00,35.46
2017-11-13 18:11:00,36.02
2017-11-13 18:11:00,36.97
2017-11-13 18:11:00,37.35
2017-11-13 18:11:00,38.37
2017-11-13 19:11:00,39.66
2017-11-13 19:11:00,41.26
2017-11-13 19:11:00,41.64
2017-11-13 20:11:00,42.28
2017-11-13 20:11:00,43.38
2017-11-13 20:11:00,43.9
2017-11-13 20:11:00,44.28
2017-11-13 20:11:00,45.04
2017-11-13 20:11:00,45.98
2017-11-13 21:11:00,46.56
2017-11-13 21:11:00,46.68
2017-11-13 21:11:00,46.8
2017-11-13 21:11:00,47.56
2017-11-13 21:11:00,48.14
2017-11-13 22:11:00,47.93
2017-11-13 22:11:00,47.45
2017-11-13 22:11:00,47.94
2017-11-13 22:11:00,48.32
2017-11-13 22:11:00,48.08
2017-11-13 23:11:00,47.82
2017-11-13 23:11:00,47.45
2017-11-13 23:11:00,47.37
2017-11-13 23:11:00,47.05
2017-11-13 23:11:00,46.32
2017-11-13 23:11:00,45.63
2017-11-14 00:11:00,45.19
2017-11-14 00:11:00,44.54
2017-11-14 00:11:00,43.79
2017-11-14 00:11:00,42.9
2017-11-14 00:11:00,42.15
2017-11-14 01:11:00,41.51
2017-11-14 01:11:00,41
2017-11-14 01:11:00,39.78
2017-11-14 01:11:00,38.93
2017-11-14 01:11:00,37.91
2017-11-14 02:11:00,36.84
2017-11-14 02:11:00,35.2
2017-11-14 02:11:00,33.56
2017-11-14 03:11:00,32.94
2017-11-14 03:11:00,32.18
2017-11-14 03:11:00,31.75
2017-11-14 03:11:00,31.41
2017-11-14 03:11:00,31.31
2017-11-14 04:11:00,30.41
2017-11-14 04:11:00,30.53
2017-11-14 04:11:00,30.54
2017-11-14 04:11:00,30.57
2017-11-14 04:11:00,30.72
2017-11-14 05:11:00,30.78
2017-11-14 05:11:00,31.3
2017-11-14 05:11:00,31.41
2017-11-14 05:11:00,32.22
2017-11-14 06:11:00,33.12
2017-11-14 06:11:00,34.33
2017-11-14 06:11:00,35.08
2017-11-14 06:11:00,37.01
2017-11-14 07:11:00,38.64
2017-11-14 07:11:00,39.79
2017-11-14 07:11:00,40.13
2017-11-14 07:11:00,41.21
2017-11-14 08:11:00,43.49
2017-11-14 08:11:00,44.5
2017-11-14 08:11:00,45.39
2017-11-14 08:11:00,46.43
2017-11-14 09:11:00,46.81
2017-11-14 09:11:00,47.6
2017-11-14 09:11:00,48.57
2017-11-14 09:11:00,49.16
2017-11-14 09:11:00,49.44
2017-11-14 10:11:00,49.59
2017-11-14 10:11:00,50.38
2017-11-14 10:11:00,51.39
2017-11-14 10:11:00,51.46
2017-11-14 10:11:00,51.6
2017-11-14 11:11:00,51.97
2017-11-14 11:11:00,52.47
2017-11-14 11:11:00,52.54
2017-11-14 11:11:00,51.75
2017-11-14 11:11:00,51.97
2017-11-14 12:11:00,51.09
2017-11-14 12:11:00,50.77
2017-11-14 12:11:00,50.32
2017-11-14 12:11:00,49.54
2017-11-14 13:11:00,48.14
2017-11-14 13:11:00,47.54
2017-11-14 13:11:00,46.84
2017-11-14 13:11:00,45.97
2017-11-14 13:11:00,45.49
2017-11-14 13:11:00,44.72
2017-11-14 14:11:00,43.88
2017-11-14 14:11:00,43.32
2017-11-14 14:11:00,42.46
2017-11-14 14:11:00,40.7
2017-11-14 15:11:00,39.59
2017-11-14 15:11:00,39.19
2017-11-14 15:11:00,38.6
2017-11-14 15:11:00,37.87
2017-11-14 16:11:00,37.12
2017-11-14 16:11:00,36.99
2017-11-14 16:11:00,36.65
2017-11-14 16:11:00,36.08
2017-11-14 16:11:00,35.71
2017-11-14 16:11:00,35.71
2017-11-14 17:11:00,35.43
2017-11-14 17:11:00,35.04
2017-11-14 17:11:00,35.24
2017-11-14 18:11:00,35.54
2017-11-14 18:11:00,35.71
2017-11-14 18:11:00,36.54
2017-11-14 18:11:00,37.16
2017-11-14 18:11:00,37.93
2017-11-14 19:11:00,38.85
2017-11-14 19:11:00,40.63
2017-11-14 19:11:00,41.89
2017-11-14 19:11:00,42.65
2017-11-14 20:11:00,43.42
2017-11-14 20:11:00,44.23
2017-11-14 20:11:00,45.07
2017-11-14 20:11:00,46.3
2017-11-14 20:11:00,46.57
2017-11-14 20:11:00,46.97
2017-11-14 21:11:00,48.07
2017-11-14 21:11:00,48.7
2017-11-14 21:11:00,48.96
2017-11-14 21:11:00,49.49
2017-11-14 21:11:00,50.22
2017-11-14 22:11:00,50.88
2017-11-14 22:11:00,51.35
2017-11-14 22:11:00,51.84
2017-11-14 22:11:00,52.39
2017-11-14 22:11:00,52.99
2017-11-14 23:11:00,53.12
2017-11-14 23:11:00,53.88
2017-11-14 23:11:00,54
2017-11-14 23:11:00,54.08
2017-11-14 23:11:00,53.88
2017-11-15 00:11:00,53.73
2017-11-15 00:11:00,53.34
2017-11-15 00:11:00,53.02
2017-11-15 00:11:00,52.86
2017-11-15 00:11:00,52.11
2017-11-15 01:11:00,51.48
2017-11-15 01:11:00,50.83
2017-11-15 01:11:00,50.09
2017-11-15 01:11:00,49.47
2017-11-15 01:11:00,48.32
2017-11-15 02:11:00,46.93
2017-11-15 02:11:00,45.82
2017-11-15 02:11:00,45.42
2017-11-15 02:11:00,44.67
2017-11-15 02:11:00,43.66
2017-11-15 03:11:00,43.4
2017-11-15 03:11:00,43
2017-11-15 03:11:00,42.02
2017-11-15 03:11:00,41.24
2017-11-15 03:11:00,40.76
2017-11-15 04:11:00,40.12
2017-11-15 04:11:00,39.38
2017-11-15 04:11:00,37.84
2017-11-15 04:11:00,37.47
2017-11-15 05:11:00,37.1
2017-11-15 05:11:00,36.74
2017-11-15 05:11:00,36.59
2017-11-15 05:11:00,36.59
2017-11-15 05:11:00,36.47
2017-11-15 06:11:00,36.47
2017-11-15 06:11:00,36.46
2017-11-15 06:11:00,37.81
2017-11-15 06:11:00,37.6
2017-11-15 07:11:00,39.37
2017-11-15 07:11:00,40.14
2017-11-15 07:11:00,40.5
2017-11-15 07:11:00,41.29
2017-11-15 07:11:00,42.43
2017-11-15 08:11:00,43.48
2017-11-15 08:11:00,44.1
2017-11-15 08:11:00,44.92
2017-11-15 08:11:00,46.04
2017-11-15 08:11:00,47.03
2017-11-15 08:11:00,47.77
2017-11-15 09:11:00,48.59
2017-11-15 09:11:00,50.42
2017-11-15 09:11:00,51.23
2017-11-15 09:11:00,51.9
2017-11-15 10:11:00,52.69
2017-11-15 10:11:00,53.47
2017-11-15 10:11:00,53.96
2017-11-15 10:11:00,54.33
2017-11-15 10:11:00,54.97
2017-11-15 11:11:00,55.38
2017-11-15 11:11:00,55.76
2017-11-15 11:11:00,56.14
2017-11-15 11:11:00,56.38
2017-11-15 11:11:00,56.69
2017-11-15 11:11:00,56.58
2017-11-15 12:11:00,56.84
2017-11-15 12:11:00,56.74
2017-11-15 12:11:00,56.44
2017-11-15 12:11:00,56.55
2017-11-15 12:11:00,56.11
2017-11-15 13:11:00,55.9
2017-11-15 13:11:00,55.27
2017-11-15 13:11:00,54.72
2017-11-15 13:11:00,54.26
2017-11-15 13:11:00,53.53
2017-11-15 13:11:00,52.7
2017-11-15 14:11:00,51.89
2017-11-15 14:11:00,51.39
2017-11-15 14:11:00,50.79
2017-11-15 14:11:00,49.45
2017-11-15 14:11:00,48.7
2017-11-15 15:11:00,48.35
2017-11-15 15:11:00,47.32
2017-11-15 15:11:00,46.68
2017-11-15 15:11:00,45.72
2017-11-15 15:11:00,45.11
2017-11-15 16:11:00,44.53
2017-11-15 16:11:00,43.54
2017-11-15 16:11:00,42.86
2017-11-15 16:11:00,41.65
2017-11-15 16:11:00,41.43
2017-11-15 17:11:00,41.13
2017-11-15 17:11:00,40.39
2017-11-15 17:11:00,40.37
2017-11-15 17:11:00,40.12
2017-11-15 18:11:00,39.74
2017-11-15 18:11:00,39.27
2017-11-15 18:11:00,39.62
2017-11-15 18:11:00,40
2017-11-15 18:11:00,39.81
2017-11-15 18:11:00,40.25
2017-11-15 19:11:00,40.88
2017-11-15 19:11:00,42.15
2017-11-15 19:11:00,43.91
2017-11-15 20:11:00,44.54
2017-11-15 20:11:00,45.36
2017-11-15 20:11:00,46.56
2017-11-15 20:11:00,47.31
2017-11-15 20:11:00,48.34
2017-11-15 20:11:00,49.49
2017-11-15 21:11:00,50.34
2017-11-15 21:11:00,52.36
2017-11-15 21:11:00,53
2017-11-15 21:11:00,54.01
2017-11-15 22:11:00,54.97
2017-11-15 22:11:00,55.64
2017-11-15 22:11:00,56.37
2017-11-15 22:11:00,56.91
2017-11-15 23:11:00,58.29
2017-11-15 23:11:00,58.67
2017-11-15 23:11:00,59.04
2017-11-15 23:11:00,59.73
2017-11-15 23:11:00,59.81
2017-11-16 00:11:00,60.02
2017-11-16 00:11:00,60.31
2017-11-16 00:11:00,60.21
2017-11-16 00:11:00,60.18
2017-11-16 01:11:00,59.88
2017-11-16 01:11:00,59.74
2017-11-16 01:11:00,58.68
2017-11-16 01:11:00,58.04
2017-11-16 01:11:00,57.14
2017-11-16 02:11:00,56.66
2017-11-16 02:11:00,55.9
2017-11-16 02:11:00,54.78
2017-11-16 02:11:00,54.68
2017-11-16 02:11:00,53.87
2017-11-16 03:11:00,52.87
2017-11-16 03:11:00,52.1
2017-11-16 03:11:00,51.05
2017-11-16 03:11:00,49.84
2017-11-16 03:11:00,49.58
2017-11-16 04:11:00,48.59
2017-11-16 04:11:00,48.07
2017-11-16 04:11:00,47.32
2017-11-16 04:11:00,46.19
2017-11-16 04:11:00,46.31
2017-11-16 04:11:00,45.42
2017-11-16 05:11:00,44.29
2017-11-16 05:11:00,44.04
2017-11-16 05:11:00,43.54
2017-11-16 05:11:00,43.58
2017-11-16 05:11:00,43.33
2017-11-16 06:11:00,42.33
2017-11-16 06:11:00,42.41
2017-11-16 06:11:00,42.65
2017-11-16 06:11:00,41.81
2017-11-16 06:11:00,41.89
2017-11-16 06:11:00,42.26
2017-11-16 07:11:00,43.23
2017-11-16 07:11:00,44.09
2017-11-16 07:11:00,45.08
2017-11-16 08:11:00,46.11
2017-11-16 08:11:00,47.52
2017-11-16 08:11:00,48.04
2017-11-16 08:11:00,48.76
2017-11-16 08:11:00,50.12
2017-11-16 09:11:00,51.03
2017-11-16 09:11:00,51.98
2017-11-16 09:11:00,52.82
2017-11-16 09:11:00,53.82
2017-11-16 09:11:00,54.75
2017-11-16 10:11:00,55.4
2017-11-16 10:11:00,57.46
2017-11-16 10:11:00,58.13
2017-11-16 10:11:00,58.74
2017-11-16 11:11:00,60.93
2017-11-16 11:11:00,61.59
2017-11-16 11:11:00,61.69
2017-11-16 11:11:00,62.5
2017-11-16 12:11:00,62.75
2017-11-16 12:11:00,63.02
2017-11-16 12:11:00,63.08
2017-11-16 13:11:00,63.01
2017-11-16 13:11:00,62.84
2017-11-16 13:11:00,62.97
2017-11-16 13:11:00,62.14
2017-11-16 13:11:00,62.2
2017-11-16 13:11:00,61.72
2017-11-16 14:11:00,60.86
2017-11-16 14:11:00,60.67
2017-11-16 14:11:00,59.33
2017-11-16 14:11:00,58.6
2017-11-16 14:11:00,58.34
2017-11-16 15:11:00,56.97
2017-11-16 15:11:00,56.05
2017-11-16 15:11:00,54.81
2017-11-16 15:11:00,54.16
2017-11-16 15:11:00,53.41
2017-11-16 16:11:00,51.87
2017-11-16 16:11:00,50.92
2017-11-16 16:11:00,49.15
2017-11-16 16:11:00,48.46
2017-11-16 17:11:00,46.68
2017-11-16 17:11:00,45.93
2017-11-16 17:11:00,45.44
2017-11-16 17:11:00,44.79
2017-11-16 17:11:00,44.41
2017-11-16 18:11:00,44.68
2017-11-16 18:11:00,44.16
2017-11-16 18:11:00,43.41
2017-11-16 18:11:00,43.14
2017-11-16 19:11:00,42.66
2017-11-16 19:11:00,42.51
2017-11-16 19:11:00,42.68
2017-11-16 19:11:00,43.54
2017-11-16 19:11:00,43.61
2017-11-16 20:11:00,44.64
2017-11-16 20:11:00,44.16
2017-11-16 20:11:00,44.55
2017-11-16 20:11:00,46.18
2017-11-16 20:11:00,46.69
2017-11-16 20:11:00,46.05
2017-11-16 21:11:00,46.7
2017-11-16 21:11:00,47.82
2017-11-16 21:11:00,48.83
2017-11-16 21:11:00,49.6
2017-11-16 22:11:00,50.47
2017-11-16 22:11:00,52.58
2017-11-16 22:11:00,52.13
2017-11-16 22:11:00,52.74
2017-11-16 22:11:00,52.87
2017-11-16 23:11:00,53.38
2017-11-16 23:11:00,53.37
2017-11-16 23:11:00,52.99
2017-11-16 23:11:00,53.75
2017-11-16 23:11:00,53.87
2017-11-16 23:11:00,53.12
2017-11-17 00:11:00,53.34
2017-11-17 00:11:00,53.99
2017-11-17 00:11:00,53.93
2017-11-17 00:11:00,53.36
2017-11-17 00:11:00,52.74
2017-11-17 01:11:00,53
2017-11-17 01:11:00,52.75
2017-11-17 01:11:00,52.62
2017-11-17 01:11:00,51.39
2017-11-17 01:11:00,51.38
2017-11-17 02:11:00,50.43
2017-11-17 02:11:00,49.84
2017-11-17 02:11:00,48.64
2017-11-17 02:11:00,47.52
2017-11-17 02:11:00,46.68
2017-11-17 03:11:00,45.93
2017-11-17 03:11:00,45.15
2017-11-17 03:11:00,42.14
2017-11-17 04:11:00,41.52
2017-11-17 04:11:00,40.37
2017-11-17 04:11:00,39.51
2017-11-17 04:11:00,37.6
2017-11-17 04:11:00,36.97
2017-11-17 04:11:00,35.9
2017-11-17 05:11:00,34.66
2017-11-17 05:11:00,33.56
2017-11-17 05:11:00,32.55
2017-11-17 05:11:00,31.55
2017-11-17 05:11:00,31.67
2017-11-17 06:11:00,30.66
2017-11-17 06:11:00,30.06
2017-11-17 06:11:00,29.79
2017-11-17 06:11:00,28.87
2017-11-17 06:11:00,29.01
2017-11-17 07:11:00,29.02
2017-11-17 07:11:00,28.58
2017-11-17 07:11:00,29.16
2017-11-17 07:11:00,29.06
2017-11-17 07:11:00,29.09
2017-11-17 08:11:00,29.45
2017-11-17 08:11:00,29.6
2017-11-17 08:11:00,30.24
2017-11-17 08:11:00,30.72
2017-11-17 08:11:00,30.99
2017-11-17 08:11:00,32.08
2017-11-17 09:11:00,32.9
2017-11-17 09:11:00,35.35
2017-11-17 09:11:00,35.58
2017-11-17 10:11:00,37.83
2017-11-17 10:11:00,38.42
2017-11-17 10:11:00,39.38
2017-11-17 10:11:00,40.41
2017-11-17 10:11:00,41.56
2017-11-17 11:11:00,42.4
2017-11-17 11:11:00,43.09
2017-11-17 11:11:00,43.95
2017-11-17 11:11:00,44.85
2017-11-17 11:11:00,45.12
2017-11-17 11:11:00,46.04
2017-11-17 12:11:00,46.5
2017-11-17 12:11:00,46.53
2017-11-17 12:11:00,47.06
2017-11-17 12:11:00,47.68
2017-11-17 12:11:00,47.81
2017-11-17 13:11:00,47.65
2017-11-17 13:11:00,47.93
2017-11-17 13:11:00,48.12
2017-11-17 13:11:00,47.98
2017-11-17 13:11:00,47.96
2017-11-17 14:11:00,47.59
2017-11-17 14:11:00,47.71
2017-11-17 14:11:00,46.99
2017-11-17 14:11:00,46.37
2017-11-17 15:11:00,45.24
2017-11-17 15:11:00,43.35
2017-11-17 15:11:00,42.92
2017-11-17 15:11:00,41.9
2017-11-17 16:11:00,40.75
2017-11-17 16:11:00,39.86
2017-11-17 16:11:00,38.76
2017-11-17 16:11:00,37.99
2017-11-17 16:11:00,37.11
2017-11-17 17:11:00,35.96
2017-11-17 17:11:00,35.3
2017-11-17 17:11:00,34.45
2017-11-17 17:11:00,33.06
2017-11-17 18:11:00,32.3
2017-11-17 18:11:00,31.54
2017-11-17 18:11:00,31.54
2017-11-17 18:11:00,30.53
2017-11-17 18:11:00,30.28
2017-11-17 18:11:00,30.03
2017-11-17 19:11:00,29.4
2017-11-17 19:11:00,29.77
2017-11-17 19:11:00,29.4
2017-11-17 19:11:00,28.8
2017-11-17 19:11:00,29.02
2017-11-17 20:11:00,29.52
2017-11-17 20:11:00,29.65
2017-11-17 20:11:00,29.92
2017-11-17 20:11:00,29.95
2017-11-17 20:11:00,31.04
2017-11-17 21:11:00,31.29
2017-11-17 21:11:00,31.74
2017-11-17 21:11:00,34.7
2017-11-17 22:11:00,35.2
2017-11-17 22:11:00,35.99
2017-11-17 22:11:00,38.36
2017-11-17 22:11:00,39.03
2017-11-17 23:11:00,40.04
2017-11-17 23:11:00,40.86
2017-11-17 23:11:00,41.66
2017-11-17 23:11:00,42.78
2017-11-17 23:11:00,43.28
2017-11-17 23:11:00,43.81
2017-11-18 00:11:00,44.29
2017-11-18 00:11:00,45.28
2017-11-18 00:11:00,46.02
2017-11-18 00:11:00,45.67
2017-11-18 00:11:00,46.18
2017-11-18 01:11:00,46.81
2017-11-18 01:11:00,47.06
2017-11-18 01:11:00,47.2
2017-11-18 01:11:00,47.18
2017-11-18 01:11:00,47.58
2017-11-18 01:11:00,47.69
2017-11-18 02:11:00,47.31
2017-11-18 02:11:00,47.44
2017-11-18 02:11:00,46.93
2017-11-18 02:11:00,46.21
2017-11-18 02:11:00,46.07
2017-11-18 03:11:00,45.44
2017-11-18 03:11:00,44.95
2017-11-18 03:11:00,44.28
2017-11-18 03:11:00,43.52
2017-11-18 03:11:00,42.01
2017-11-18 04:11:00,41.24
2017-11-18 04:11:00,40.26
2017-11-18 04:11:00,39.46
2017-11-18 04:11:00,38.48
2017-11-18 04:11:00,37.6
2017-11-18 05:11:00,36.45
2017-11-18 05:11:00,35.71
2017-11-18 06:11:00,30.41
2017-11-18 06:11:00,30.2
2017-11-18 07:11:00,29.79
2017-11-18 07:11:00,29.73
2017-11-18 07:11:00,29.3
2017-11-18 07:11:00,29.49
2017-11-18 07:11:00,30.13
2017-11-18 08:11:00,29.8
2017-11-18 08:11:00,30.73
2017-11-18 08:11:00,31.51
2017-11-18 09:11:00,33.91
2017-11-18 09:11:00,35.37
2017-11-18 09:11:00,36.52
2017-11-18 09:11:00,36.84
2017-11-18 10:11:00,37.94
2017-11-18 10:11:00,38.94
2017-11-18 10:11:00,40.12
2017-11-18 10:11:00,41.23
2017-11-18 11:11:00,42.27
2017-11-18 11:11:00,44.03
2017-11-18 11:11:00,44.38
2017-11-18 11:11:00,45.38
2017-11-18 11:11:00,46.52
2017-11-18 11:11:00,47.31
2017-11-18 12:11:00,49.14
2017-11-18 12:11:00,49.38
2017-11-18 12:11:00,50.32
2017-11-18 12:11:00,51.24
2017-11-18 13:11:00,51.42
2017-11-18 13:11:00,51.91
2017-11-18 13:11:00,52.56
2017-11-18 13:11:00,53.15
2017-11-18 13:11:00,53.32
2017-11-18 14:11:00,53.21
2017-11-18 14:11:00,53.3
2017-11-18 14:11:00,53.29
2017-11-18 14:11:00,53.2
